,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
172,Tue Jan 21 19:13:44 +0000 2020,1219699616293109761,1219699616293109761,Student Insurgent tonight (7pm) @uoregon in the ROAR office (EMU 006)! The paper could use the help after some asuo and admin fuckery,False,"[0, 133]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [32, 40]}]",[],en,recent,1206454267273285634,1206454267273285634,The ROAR Center,ROARcenter,,The Radical Organizing and Activist Resource Center. Located in the EMU room 006 @uoregon. Hour posted in pinned tweet. managed by @IdealSniff,,[],False,6,2,0,Mon Dec 16 06:02:08 +0000 2019,7,,,False,False,6,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1214084749167190017/8pHkMyrc_normal.jpg,https://pbs.twimg.com/profile_images/1214084749167190017/8pHkMyrc_normal.jpg,https://pbs.twimg.com/profile_banners/1206454267273285634/1576478854,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Tue Jan 21 18:50:50 +0000 2020,1219693856620331008,1219693856620331008,"I've been nominated by an anonymous someone at my university (based on my leadership skills and merit) to join an honor society. It's called The National Society of Leadership and Success. I think I'll join. 🙌
@uoregon @theNSLS @UO_NSLS 
#honor 
#Nomination 
#success",False,"[0, 267]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,en,"[{'text': 'honor', 'indices': [238, 244]}, {'text': 'Nomination', 'indices': [246, 257]}, {'text': 'success', 'indices': [259, 267]}]",[],"[{'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [210, 218]}, {'screen_name': 'theNSLS', 'name': 'The NSLS', 'id': 117498665, 'id_str': '117498665', 'indices': [219, 227]}, {'screen_name': 'UO_NSLS', 'name': 'UO_NSLS', 'id': 3024708025, 'id_str': '3024708025', 'indices': [228, 236]}]",[],en,recent,157617240,157617240,ℌ𝔞𝔫𝔫𝔞𝔥 ℭ𝔯𝔞𝔷𝔶𝔥𝔞𝔴𝔨,HannahCrazyhawk,"Eugene, OR","Alaskan Artist, Astronomer, Falconer & Photographer. Spoonie, TBI Survivor, Trigeminal Neuralgia, ASD.
Neuroscience Nerd.
Warrior-Woman.
🧠🧩🦅🎨🔭❄️🌻",https://t.co/moz0QO3qRH,[],False,546,190,29,Sun Jun 20 10:12:09 +0000 2010,8383,,,True,False,42569,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/956551903151828994/Zdffdcux_normal.jpg,https://pbs.twimg.com/profile_images/956551903151828994/Zdffdcux_normal.jpg,https://pbs.twimg.com/profile_banners/157617240/1398659722,038543,000000,F6F6F6,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/moz0QO3qRH', 'expanded_url': 'http://www.hannahcrazyhawk.com', 'display_url': 'hannahcrazyhawk.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Tue Jan 21 18:34:45 +0000 2020,1219689808055848960,1219689808055848960,President schill talking about the two museums on campus and how important they are to the community when he also cut their budgets. #surejan @uoregon #presidentschillsucks,False,"[0, 172]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,4,False,False,en,"[{'text': 'surejan', 'indices': [133, 141]}, {'text': 'presidentschillsucks', 'indices': [151, 172]}]",[],"[{'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [142, 150]}]",[],en,recent,14233099,14233099,John Guzman,johng7289,Los Angeles,What exactly is a holler back girl?    Media Studies graduate student studying urban infrastructures and culture. I also like other stuff.,,[],False,282,581,8,Thu Mar 27 05:39:21 +0000 2008,64593,,,True,False,45148,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/636765973022818304/dIkKBeQN_normal.jpg,https://pbs.twimg.com/profile_images/636765973022818304/dIkKBeQN_normal.jpg,,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Mon Jan 20 23:06:37 +0000 2020,1219395835500228608,1219395835500228608,"@ReignOfApril @uoregon @UOEquity We are so excited to host you, April! I look forward to meeting you tomorrow and hope that our students enjoy getting to hear from you tomorrow!",False,"[33, 177]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2185350804251402e+18,1218535080425140225,119972954.0,119972954,ReignOfApril,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'ReignOfApril', 'name': 'April', 'id': 119972954, 'id_str': '119972954', 'indices': [0, 13]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [14, 22]}, {'screen_name': 'UOEquity', 'name': 'Equity and Inclusion', 'id': 1900789958, 'id_str': '1900789958', 'indices': [23, 32]}]",[],en,recent,19563329,19563329,DJ Kelly-Quattrocchi,dj_kq,"Eugene, OR",Coordinator of Multicultural Education at the University of Oregon. Friend. Partner. Gamer. Student Affairs Professional. NUFP Alumni. Oregon State Alum.,,[],False,352,369,16,Mon Jan 26 22:40:42 +0000 2009,6000,,,True,False,3552,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/918149999988371458/1SP7d8HL_normal.jpg,https://pbs.twimg.com/profile_images/918149999988371458/1SP7d8HL_normal.jpg,,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Mon Jan 20 22:36:18 +0000 2020,1219388206547947520,1219388206547947520,"@jamesian @iamscicomm @nswa @AAASmeetings @OregonState @uoregon Thanks, Sally! This is a great idea!",False,"[64, 100]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.219381480725463e+18,1219381480725463040,20122754.0,20122754,jamesian,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'jamesian', 'name': 'Sally James', 'id': 20122754, 'id_str': '20122754', 'indices': [0, 9]}, {'screen_name': 'iamscicomm', 'name': 'I Am SciComm - Sarah Olson', 'id': 3186124933, 'id_str': '3186124933', 'indices': [10, 21]}, {'screen_name': 'nswa', 'name': 'NW Science Writers', 'id': 31005917, 'id_str': '31005917', 'indices': [22, 27]}, {'screen_name': 'AAASmeetings', 'name': 'AAAS Annual Meeting', 'id': 22028564, 'id_str': '22028564', 'indices': [28, 41]}, {'screen_name': 'OregonState', 'name': 'Oregon State University', 'id': 18178876, 'id_str': '18178876', 'indices': [42, 54]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [55, 63]}]",[],en,recent,183707859,183707859,The Open Notebook,Open_Notebook,"Madison, Wisconsin","Nonprofit dedicated to #science #journalism craft: articles, writer interviews, pitch database & more. Pre-order THE CRAFT OF SCIENCE WRITING : https://t.co/bv4xnJNhKc",https://t.co/2g9irQhwJ3,"[{'url': 'https://t.co/bv4xnJNhKc', 'expanded_url': 'http://bit.ly/CoSWbook', 'display_url': 'bit.ly/CoSWbook', 'indices': [144, 167]}]",False,11002,1696,498,Fri Aug 27 17:59:51 +0000 2010,4024,,,False,False,6715,,False,False,False,071821,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1196094735724765185/wNiJRFX2_normal.jpg,https://pbs.twimg.com/profile_images/1196094735724765185/wNiJRFX2_normal.jpg,https://pbs.twimg.com/profile_banners/183707859/1570793062,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/2g9irQhwJ3', 'expanded_url': 'http://theopennotebook.com', 'display_url': 'theopennotebook.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Mon Jan 20 22:10:01 +0000 2020,1219381592327512064,1219381592327512064,@jamesian @Open_Notebook @nswa @AAASmeetings @OregonState @uoregon I'll ask around campus!,False,"[67, 90]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219381480725463e+18,1219381480725463040,20122754.0,20122754,jamesian,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jamesian', 'name': 'Sally James', 'id': 20122754, 'id_str': '20122754', 'indices': [0, 9]}, {'screen_name': 'Open_Notebook', 'name': 'The Open Notebook', 'id': 183707859, 'id_str': '183707859', 'indices': [10, 24]}, {'screen_name': 'nswa', 'name': 'NW Science Writers', 'id': 31005917, 'id_str': '31005917', 'indices': [25, 30]}, {'screen_name': 'AAASmeetings', 'name': 'AAAS Annual Meeting', 'id': 22028564, 'id_str': '22028564', 'indices': [31, 44]}, {'screen_name': 'OregonState', 'name': 'Oregon State University', 'id': 18178876, 'id_str': '18178876', 'indices': [45, 57]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [58, 66]}]",[],en,recent,3186124933,3186124933,I Am SciComm - Sarah Olson,iamscicomm,,"Rotating scicomm account by engagers of science. This week's curator: @ReadMoreScience – Science writer & book reviewer, microbiology major @OregonState",https://t.co/TIQhCS0Gcm,[],False,25077,3423,661,Tue May 05 10:43:25 +0000 2015,28855,,,False,False,52975,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219096042328580097/L5CPyiAJ_normal.jpg,https://pbs.twimg.com/profile_images/1219096042328580097/L5CPyiAJ_normal.jpg,https://pbs.twimg.com/profile_banners/3186124933/1579490122,1B95E0,000000,000000,000000,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/TIQhCS0Gcm', 'expanded_url': 'https://crastina.se/i-am-scicomm/', 'display_url': 'crastina.se/i-am-scicomm/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Mon Jan 20 18:59:06 +0000 2020,1219333546340507649,1219333546340507649,@springman_sarah @ETH_en @uoregon @CUHKofficial @MIT @ArupGroup Great talk Prof. Springman!,False,"[64, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192640747662623e+18,1219264074766262276,1.0833051867545477e+18,1083305186754547712,springman_sarah,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'springman_sarah', 'name': 'Sarah Springman', 'id': 1083305186754547712, 'id_str': '1083305186754547712', 'indices': [0, 16]}, {'screen_name': 'ETH_en', 'name': 'ETH Zurich', 'id': 204279080, 'id_str': '204279080', 'indices': [17, 24]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [25, 33]}, {'screen_name': 'CUHKofficial', 'name': 'The Chinese University of Hong Kong - CUHK', 'id': 928098400980975616, 'id_str': '928098400980975616', 'indices': [34, 47]}, {'screen_name': 'MIT', 'name': 'Massachusetts Institute of Technology (MIT)', 'id': 15460048, 'id_str': '15460048', 'indices': [48, 52]}, {'screen_name': 'ArupGroup', 'name': 'Arup', 'id': 67339136, 'id_str': '67339136', 'indices': [53, 63]}]",[],en,recent,591907460,591907460,Thomas Hermans 👨🏻‍🎓⌬🧲💧,Hermanslab,He/his ,"Professor in Chemistry @unistra working on dissipative self-assembly, wall-less fluidics, and chiral separation. Young Scientist @wef. Co-founder @qfluidics.",https://t.co/vV41ccxcyt,[],False,778,819,3,Sun May 27 15:25:45 +0000 2012,2064,,,True,False,611,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1101764700289880066/0hiqm-kg_normal.jpg,https://pbs.twimg.com/profile_images/1101764700289880066/0hiqm-kg_normal.jpg,https://pbs.twimg.com/profile_banners/591907460/1469107802,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/vV41ccxcyt', 'expanded_url': 'http://www.hermanslab.com', 'display_url': 'hermanslab.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Mon Jan 20 01:31:48 +0000 2020,1219069986393640961,1219069986393640961,@Fat_Mac34 @duckscrootin @oregonfootball @uoregon Got mine in '88. Don't think you were born yet. The O is still The O though,False,"[50, 125]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2176411222871163e+18,1217641122287116290,2805314393.0,2805314393,Fat_Mac34,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Fat_Mac34', 'name': 'Jordon Scott', 'id': 2805314393, 'id_str': '2805314393', 'indices': [0, 10]}, {'screen_name': 'duckscrootin', 'name': 'Oregon Recruiting', 'id': 20069346, 'id_str': '20069346', 'indices': [11, 24]}, {'screen_name': 'oregonfootball', 'name': 'Oregon Football', 'id': 870731426, 'id_str': '870731426', 'indices': [25, 40]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [41, 49]}]",[],en,recent,558713884,558713884,Ducks By The Bay,fasthardfinish,"Lincoln City, OR",Just a body surfing dog lover who loves to make as many people happy one person at a time. Oh yeah. U of Oregon Alumni who bleeds Green and Yellow. Go Ducks!,,[],False,18,48,0,Fri Apr 20 15:12:48 +0000 2012,203,,,False,False,80,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1203475448367202304/0ldxNtk4_normal.jpg,https://pbs.twimg.com/profile_images/1203475448367202304/0ldxNtk4_normal.jpg,https://pbs.twimg.com/profile_banners/558713884/1575766222,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Sun Jan 19 16:27:58 +0000 2020,1218933125574619136,1218933125574619136,RT @LuisCristobalSr: @cristoeliz @CoachMirabal @coach_cristobal @luis75cristobal @CCNNLive @ColumbusFtball @ColumbusHS_Mia @oregonfootball…,False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5,0,False,False,en,[],[],"[{'screen_name': 'LuisCristobalSr', 'name': 'Luis Cristobal Sr.', 'id': 994056438766071813, 'id_str': '994056438766071813', 'indices': [3, 19]}, {'screen_name': 'cristoeliz', 'name': 'Elizabeth Vigoa Cristobal', 'id': 237124737, 'id_str': '237124737', 'indices': [21, 32]}, {'screen_name': 'CoachMirabal', 'name': 'Alex Mirabal', 'id': 170093433, 'id_str': '170093433', 'indices': [33, 46]}, {'screen_name': 'coach_cristobal', 'name': 'Mario Cristobal', 'id': 1375007264, 'id_str': '1375007264', 'indices': [47, 63]}, {'screen_name': 'luis75cristobal', 'name': 'Lou Cristobal🇨🇺', 'id': 713527522311450624, 'id_str': '713527522311450624', 'indices': [64, 80]}, {'screen_name': 'CCNNLive', 'name': 'CCNN Live', 'id': 66765163, 'id_str': '66765163', 'indices': [81, 90]}, {'screen_name': 'ColumbusFtball', 'name': 'Columbus Explorers Football', 'id': 380969036, 'id_str': '380969036', 'indices': [91, 106]}, {'screen_name': 'ColumbusHS_Mia', 'name': 'Columbus High School', 'id': 2516799733, 'id_str': '2516799733', 'indices': [107, 122]}, {'screen_name': 'oregonfootball', 'name': 'Oregon Football', 'id': 870731426, 'id_str': '870731426', 'indices': [123, 138]}]",[],en,recent,1375007264,1375007264,Mario Cristobal,coach_cristobal,"Eugene, OR",I am the Head Football Coach at THE University of Oregon,,[],False,65745,5489,242,Tue Apr 23 16:57:52 +0000 2013,9009,,,True,True,4294,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/860008827730616320/nD-z-mKa_normal.jpg,https://pbs.twimg.com/profile_images/860008827730616320/nD-z-mKa_normal.jpg,https://pbs.twimg.com/profile_banners/1375007264/1524003944,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,Sun Jan 19 15:30:58 +0000 2020,1.218918780681818e+18,1218918780681818113,"@cristoeliz @CoachMirabal @coach_cristobal @luis75cristobal @CCNNLive @ColumbusFtball @ColumbusHS_Mia @oregonfootball @uoregon @O_LineLady MIRABAL!!!  We are so happy for you and your family, bro.  You are truly representative of what the CCHS Hall of Fame is all about.  We love you and may God bless you and your family. #WarriorDNA  #CPride #Adelante",False,"[139, 353]","[{'text': 'WarriorDNA', 'indices': [323, 334]}, {'text': 'CPride', 'indices': [336, 343]}, {'text': 'Adelante', 'indices': [344, 353]}]",[],"[{'screen_name': 'cristoeliz', 'name': 'Elizabeth Vigoa Cristobal', 'id': 237124737, 'id_str': '237124737', 'indices': [0, 11]}, {'screen_name': 'CoachMirabal', 'name': 'Alex Mirabal', 'id': 170093433, 'id_str': '170093433', 'indices': [12, 25]}, {'screen_name': 'coach_cristobal', 'name': 'Mario Cristobal', 'id': 1375007264, 'id_str': '1375007264', 'indices': [26, 42]}, {'screen_name': 'luis75cristobal', 'name': 'Lou Cristobal🇨🇺', 'id': 713527522311450624, 'id_str': '713527522311450624', 'indices': [43, 59]}, {'screen_name': 'CCNNLive', 'name': 'CCNN Live', 'id': 66765163, 'id_str': '66765163', 'indices': [60, 69]}, {'screen_name': 'ColumbusFtball', 'name': 'Columbus Explorers Football', 'id': 380969036, 'id_str': '380969036', 'indices': [70, 85]}, {'screen_name': 'ColumbusHS_Mia', 'name': 'Columbus High School', 'id': 2516799733, 'id_str': '2516799733', 'indices': [86, 101]}, {'screen_name': 'oregonfootball', 'name': 'Oregon Football', 'id': 870731426, 'id_str': '870731426', 'indices': [102, 117]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [118, 126]}, {'screen_name': 'O_LineLady', 'name': 'bmirabal', 'id': 170108869, 'id_str': '170108869', 'indices': [127, 138]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.218911243114885e+18,1218911243114885120,237124737.0,237124737,cristoeliz,9.940564387660718e+17,994056438766071813,Luis Cristobal Sr.,LuisCristobalSr,,"Christ Follower, Loving Husband, Proud Father, and 2nd Ammendment Advocate.",,[],False,177.0,173.0,0.0,Wed May 09 03:28:18 +0000 2018,5042.0,,,False,False,365.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/994628234737258499/ai25128f_normal.jpg,https://pbs.twimg.com/profile_images/994628234737258499/ai25128f_normal.jpg,https://pbs.twimg.com/profile_banners/994056438766071813/1526238800,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,5.0,53.0,False,False,en,
218,Sun Jan 19 15:35:48 +0000 2020,1218919998980313089,1218919998980313089,"@LuisCristobalSr @cristoeliz @coach_cristobal @luis75cristobal @CCNNLive @ColumbusFtball @ColumbusHS_Mia @oregonfootball @uoregon @O_LineLady blessed to have you, Elizabeth, &amp; the entire Cristobal Family as part of my family!!!",False,"[142, 231]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218918780681818e+18,1218918780681818113,9.940564387660718e+17,994056438766071813,LuisCristobalSr,,,,,False,0,26,False,False,en,[],[],"[{'screen_name': 'LuisCristobalSr', 'name': 'Luis Cristobal Sr.', 'id': 994056438766071813, 'id_str': '994056438766071813', 'indices': [0, 16]}, {'screen_name': 'cristoeliz', 'name': 'Elizabeth Vigoa Cristobal', 'id': 237124737, 'id_str': '237124737', 'indices': [17, 28]}, {'screen_name': 'coach_cristobal', 'name': 'Mario Cristobal', 'id': 1375007264, 'id_str': '1375007264', 'indices': [29, 45]}, {'screen_name': 'luis75cristobal', 'name': 'Lou Cristobal🇨🇺', 'id': 713527522311450624, 'id_str': '713527522311450624', 'indices': [46, 62]}, {'screen_name': 'CCNNLive', 'name': 'CCNN Live', 'id': 66765163, 'id_str': '66765163', 'indices': [63, 72]}, {'screen_name': 'ColumbusFtball', 'name': 'Columbus Explorers Football', 'id': 380969036, 'id_str': '380969036', 'indices': [73, 88]}, {'screen_name': 'ColumbusHS_Mia', 'name': 'Columbus High School', 'id': 2516799733, 'id_str': '2516799733', 'indices': [89, 104]}, {'screen_name': 'oregonfootball', 'name': 'Oregon Football', 'id': 870731426, 'id_str': '870731426', 'indices': [105, 120]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [121, 129]}, {'screen_name': 'O_LineLady', 'name': 'bmirabal', 'id': 170108869, 'id_str': '170108869', 'indices': [130, 141]}]",[],en,recent,170093433,170093433,Alex Mirabal,CoachMirabal,,Offensive Line Coach at the University of Oregon,,[],False,10691,1455,54,Fri Jul 23 22:51:28 +0000 2010,7486,,,True,False,9012,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/974063496731115520/eMdahFtg_normal.jpg,https://pbs.twimg.com/profile_images/974063496731115520/eMdahFtg_normal.jpg,https://pbs.twimg.com/profile_banners/170093433/1526316419,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Sat Jan 18 19:58:06 +0000 2020,1218623620961849344,1218623620961849344,@DChesin @uoregon @SFGiants Maybe Willie. The Say Hey Pupp,False,"[28, 58]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218613747888976e+18,1218613747888975878,1467942199.0,1467942199,DChesin,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DChesin', 'name': 'Darren Chesin', 'id': 1467942199, 'id_str': '1467942199', 'indices': [0, 8]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [9, 17]}, {'screen_name': 'SFGiants', 'name': 'SFGiants', 'id': 43024351, 'id_str': '43024351', 'indices': [18, 27]}]",[],en,recent,1682555047,1682555047,Carney King,C_King47,"Sacramento, CA","USC MPA candidate. Capital staffer. University of Oregon alumnus. Army veteran. Tweets don’t reflect my employer, at all.",,[],False,174,295,2,Mon Aug 19 06:29:40 +0000 2013,15493,,,True,False,2444,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1215485834125664256/RG-SpMRI_normal.jpg,https://pbs.twimg.com/profile_images/1215485834125664256/RG-SpMRI_normal.jpg,https://pbs.twimg.com/profile_banners/1682555047/1427685194,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
