,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
217,Tue Jan 21 00:51:58 +0000 2020,1219422347314126852,1219422347314126852,"@RobbieMallett @UW Gah, I miss British humor!",False,"[19, 45]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219390240194007e+18,1219390240194007041,1.0231454233960612e+18,1023145423396061184,RobbieMallett,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RobbieMallett', 'name': 'Robbie Mallett', 'id': 1023145423396061184, 'id_str': '1023145423396061184', 'indices': [0, 14]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [15, 18]}]",[],en,recent,1064628685636943872,1064628685636943872,Dave Bonan,Dave_Bonan,"Pasadena, CA","I am a Ph.D. student at @caltech, interested in climate change, sea ice, and ocean circulation (oh, also art and climbing). Previously of @UW.",https://t.co/yJekUm5ZZL,"[{'url': 'https://t.co/yJekUm5ZZL', 'expanded_url': 'http://www.davebonan.com', 'display_url': 'davebonan.com', 'indices': [0, 23]}]",[],False,226,192,4,Mon Nov 19 21:17:13 +0000 2018,476,,,False,False,200,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1155883762460184577/iOvg_dJR_normal.jpg,https://pbs.twimg.com/profile_images/1155883762460184577/iOvg_dJR_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1064628685636943872/1542662686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Mon Jan 20 22:44:23 +0000 2020,1219390240194007041,1219390240194007041,@Dave_Bonan @UW On reflection that’s not the best transatlantic idiom - next time I’ll go with well done...,False,"[16, 107]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193803990018335e+18,1219380399001833472,1.0646286856369439e+18,1064628685636943872,Dave_Bonan,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Dave_Bonan', 'name': 'Dave Bonan', 'id': 1064628685636943872, 'id_str': '1064628685636943872', 'indices': [0, 11]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [12, 15]}]",[],en,recent,1023145423396061184,1023145423396061184,Robbie Mallett,RobbieMallett,London,"PhD student @CPOM_news doing polar climate science. Interested in properties of snow on sea-ice. Activist, kayaker, powerboat instructor, Wikipedian.",https://t.co/3zwxureM5x,"[{'url': 'https://t.co/3zwxureM5x', 'expanded_url': 'http://www.robbiemallett.com', 'display_url': 'robbiemallett.com', 'indices': [0, 23]}]",[],False,203,218,6,Sat Jul 28 09:57:32 +0000 2018,813,,,False,False,136,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159891138767151104/JZMjR3Pu_normal.jpg,https://pbs.twimg.com/profile_images/1159891138767151104/JZMjR3Pu_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1023145423396061184/1574005605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Mon Jan 20 22:05:16 +0000 2020,1219380399001833472,1219380399001833472,"@RobbieMallett @UW Is this a good thing, Robbie?",False,"[19, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193577047178527e+18,1219357704717852684,1.0231454233960612e+18,1023145423396061184,RobbieMallett,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RobbieMallett', 'name': 'Robbie Mallett', 'id': 1023145423396061184, 'id_str': '1023145423396061184', 'indices': [0, 14]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [15, 18]}]",[],en,recent,1064628685636943872,1064628685636943872,Dave Bonan,Dave_Bonan,"Pasadena, CA","I am a Ph.D. student at @caltech, interested in climate change, sea ice, and ocean circulation (oh, also art and climbing). Previously of @UW.",https://t.co/yJekUm5ZZL,"[{'url': 'https://t.co/yJekUm5ZZL', 'expanded_url': 'http://www.davebonan.com', 'display_url': 'davebonan.com', 'indices': [0, 23]}]",[],False,226,192,4,Mon Nov 19 21:17:13 +0000 2018,476,,,False,False,200,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1155883762460184577/iOvg_dJR_normal.jpg,https://pbs.twimg.com/profile_images/1155883762460184577/iOvg_dJR_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1064628685636943872/1542662686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Mon Jan 20 20:35:06 +0000 2020,1219357704717852684,1219357704717852684,@Dave_Bonan @UW What a cracker!,False,"[16, 31]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219321895855616e+18,1219321895855616000,1.0646286856369439e+18,1064628685636943872,Dave_Bonan,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Dave_Bonan', 'name': 'Dave Bonan', 'id': 1064628685636943872, 'id_str': '1064628685636943872', 'indices': [0, 11]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [12, 15]}]",[],en,recent,1023145423396061184,1023145423396061184,Robbie Mallett,RobbieMallett,London,"PhD student @CPOM_news doing polar climate science. Interested in properties of snow on sea-ice. Activist, kayaker, powerboat instructor, Wikipedian.",https://t.co/3zwxureM5x,"[{'url': 'https://t.co/3zwxureM5x', 'expanded_url': 'http://www.robbiemallett.com', 'display_url': 'robbiemallett.com', 'indices': [0, 23]}]",[],False,203,218,6,Sat Jul 28 09:57:32 +0000 2018,813,,,False,False,136,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159891138767151104/JZMjR3Pu_normal.jpg,https://pbs.twimg.com/profile_images/1159891138767151104/JZMjR3Pu_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1023145423396061184/1574005605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Mon Jan 20 20:17:29 +0000 2020,1219353272596611072,1219353272596611072,RT @inquiryfive: One of my most knowledgeable students on US government and policy this quarter @UW? A student from my buddy @nate_bowling'…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'inquiryfive', 'name': 'Kimberly Mitchell', 'id': 2191096471, 'id_str': '2191096471', 'indices': [3, 15]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [96, 99]}, {'screen_name': 'nate_bowling', 'name': 'nate bowling (↙️↙️↙️)', 'id': 102263558, 'id_str': '102263558', 'indices': [125, 138]}]",[],en,recent,3292168837,3292168837,JACOB FUQUA,jacob_10k,Who knows where,UW💜,,,[],False,257,185,2,Sat Jul 25 07:39:51 +0000 2015,8811,,,False,False,8690,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219165549428523008/r5r18ozK_normal.jpg,https://pbs.twimg.com/profile_images/1219165549428523008/r5r18ozK_normal.jpg,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/3292168837/1579510432,Mon Jan 20 13:12:40 +0000 2020,1.2192463642085745e+18,1219246364208574469,One of my most knowledgeable students on US government and policy this quarter @UW? A student from my buddy @nate_bowling's high school class @tacomaschools (Jacob Fuqua)! #keepsongiving #sschat,False,"[0, 194]","[{'text': 'keepsongiving', 'indices': [172, 186]}, {'text': 'sschat', 'indices': [187, 194]}]",[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [79, 82]}, {'screen_name': 'nate_bowling', 'name': 'nate bowling (↙️↙️↙️)', 'id': 102263558, 'id_str': '102263558', 'indices': [108, 121]}, {'screen_name': 'tacomaschools', 'name': 'Tacoma Schools', 'id': 151113913, 'id_str': '151113913', 'indices': [142, 156]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2191096471.0,2191096471,Kimberly Mitchell,inquiryfive,"Seattle, WA, USA","My heart beats for students @UWCollegeofEd, Author #ExperienceInquiry, @InquiryPartners, #Seattle native @StanfordEd alumna, #ChaptersInternational speaker",https://t.co/rvRpbcQNWl,[],False,5045.0,2736.0,294.0,Tue Nov 12 21:40:59 +0000 2013,23152.0,,,True,False,8223.0,,False,False,False,FFCC4D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1214212149788020742/dUa8QUYk_normal.jpg,https://pbs.twimg.com/profile_images/1214212149788020742/dUa8QUYk_normal.jpg,https://pbs.twimg.com/profile_banners/2191096471/1536623478,1B95E0,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/rvRpbcQNWl', 'expanded_url': 'http://www.inquirypartners.com', 'display_url': 'inquirypartners.com', 'indices': [0, 23]}]"
224,Mon Jan 20 19:58:14 +0000 2020,1219348430914375681,1219348430914375681,"@KeepingIceCool @UW Thanks, Eliza! Have safe travels back from Antarctica!",False,"[20, 74]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193379627830026e+18,1219337962783002624,1.0825239961411789e+18,1082523996141178880,KeepingIceCool,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'KeepingIceCool', 'name': 'Eliza Dawson', 'id': 1082523996141178880, 'id_str': '1082523996141178880', 'indices': [0, 15]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [16, 19]}]",[],en,recent,1064628685636943872,1064628685636943872,Dave Bonan,Dave_Bonan,"Pasadena, CA","I am a Ph.D. student at @caltech, interested in climate change, sea ice, and ocean circulation (oh, also art and climbing). Previously of @UW.",https://t.co/yJekUm5ZZL,"[{'url': 'https://t.co/yJekUm5ZZL', 'expanded_url': 'http://www.davebonan.com', 'display_url': 'davebonan.com', 'indices': [0, 23]}]",[],False,226,192,4,Mon Nov 19 21:17:13 +0000 2018,476,,,False,False,200,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1155883762460184577/iOvg_dJR_normal.jpg,https://pbs.twimg.com/profile_images/1155883762460184577/iOvg_dJR_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1064628685636943872/1542662686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Mon Jan 20 19:16:39 +0000 2020,1219337962783002624,1219337962783002624,"@Dave_Bonan @UW Awesome, congrats!",False,"[16, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219321895855616e+18,1219321895855616000,1.0646286856369439e+18,1064628685636943872,Dave_Bonan,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Dave_Bonan', 'name': 'Dave Bonan', 'id': 1064628685636943872, 'id_str': '1064628685636943872', 'indices': [0, 11]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [12, 15]}]",[],en,recent,1082523996141178880,1082523996141178880,Eliza Dawson,KeepingIceCool,"Stanford, CA","PhD Student @Stanford Geophysics | Investigating the polar regions of Earth with models and radar | Check out my blog, see link below",https://t.co/VTTykM7e4t,"[{'url': 'https://t.co/VTTykM7e4t', 'expanded_url': 'http://keepingicecool.su.domains', 'display_url': 'keepingicecool.su.domains', 'indices': [0, 23]}]",[],False,110,123,3,Tue Jan 08 06:26:47 +0000 2019,26,,,False,False,33,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1113281668503134208/Sr3lvVM__normal.png,https://pbs.twimg.com/profile_images/1113281668503134208/Sr3lvVM__normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1082523996141178880/1554268694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Mon Jan 20 14:46:05 +0000 2020,1219269874431606784,1219269874431606784,@ReidRavin @UW @InariMedical @VenousNews @VeinForum @VIVAPhysicians @SIRRFS @SIR_ECS @EVToday @dr_ajag @AbhiKumar47 @t_intheleadcoat @GregMakris23 @keithppereira @SidTavri @mcbreamy @NdeQuadros @AustinBourgeois @BOlivieriMD Thanks @ReidRavin. Always enjoy seeing your cases!,False,"[224, 274]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192471107444122e+18,1219247110744412160,57215835.0,57215835,ReidRavin,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'ReidRavin', 'name': 'Reid Ravin', 'id': 57215835, 'id_str': '57215835', 'indices': [0, 10]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [11, 14]}, {'screen_name': 'InariMedical', 'name': 'Inari Medical', 'id': 968620984323391488, 'id_str': '968620984323391488', 'indices': [15, 28]}, {'screen_name': 'VenousNews', 'name': 'Venous News', 'id': 805810884782202880, 'id_str': '805810884782202880', 'indices': [29, 40]}, {'screen_name': 'VeinForum', 'name': 'Venous Forum', 'id': 54653390, 'id_str': '54653390', 'indices': [41, 51]}, {'screen_name': 'VIVAPhysicians', 'name': 'VIVA Physicians', 'id': 34458415, 'id_str': '34458415', 'indices': [52, 67]}, {'screen_name': 'SIRRFS', 'name': 'SIR RFS', 'id': 532471384, 'id_str': '532471384', 'indices': [68, 75]}, {'screen_name': 'SIR_ECS', 'name': 'SIR ECS', 'id': 740170925186920448, 'id_str': '740170925186920448', 'indices': [76, 84]}, {'screen_name': 'EVToday', 'name': 'Endovascular Today', 'id': 275690346, 'id_str': '275690346', 'indices': [85, 93]}, {'screen_name': 'dr_ajag', 'name': 'Arun Jagannathan MD', 'id': 21034440, 'id_str': '21034440', 'indices': [94, 102]}, {'screen_name': 'AbhiKumar47', 'name': 'Abhishek Kumar M.D.', 'id': 973196899, 'id_str': '973196899', 'indices': [103, 115]}, {'screen_name': 't_intheleadcoat', 'name': 'Venkat Tummala', 'id': 1152318128644329473, 'id_str': '1152318128644329473', 'indices': [116, 132]}, {'screen_name': 'GregMakris23', 'name': 'Gregory Makris, M.D, Ph.D, FRCR', 'id': 2949994432, 'id_str': '2949994432', 'indices': [133, 146]}, {'screen_name': 'keithppereira', 'name': 'Keith Pereira MD, #IRad #InterventionalSpecialist', 'id': 2162735139, 'id_str': '2162735139', 'indices': [147, 161]}, {'screen_name': 'SidTavri', 'name': 'Sidhartha Tavri', 'id': 2993330099, 'id_str': '2993330099', 'indices': [162, 171]}, {'screen_name': 'mcbreamy', 'name': 'Peter Bream', 'id': 133768577, 'id_str': '133768577', 'indices': [172, 181]}, {'screen_name': 'NdeQuadros', 'name': 'Nishant de Quadros', 'id': 729410062586810368, 'id_str': '729410062586810368', 'indices': [182, 193]}, {'screen_name': 'AustinBourgeois', 'name': 'Austin Bourgeois', 'id': 70757559, 'id_str': '70757559', 'indices': [194, 210]}, {'screen_name': 'BOlivieriMD', 'name': 'Brandon Olivieri', 'id': 730925927207710720, 'id_str': '730925927207710720', 'indices': [211, 223]}, {'screen_name': 'ReidRavin', 'name': 'Reid Ravin', 'id': 57215835, 'id_str': '57215835', 'indices': [231, 241]}]",[],en,recent,759345482913157120,759345482913157120,"Jeffrey F. B. Chick, MD, MPH",CHICKVIR,"Seattle, WA","Vascular and Interventional Radiology l Venous Reconstruction l Lymphatics l Endoscopy l Research, Innovation, and You l Whatever It Takes | UW I Washington I🐥",https://t.co/0E8d9KR7Z1,"[{'url': 'https://t.co/0E8d9KR7Z1', 'expanded_url': 'http://iradlab.org', 'display_url': 'iradlab.org', 'indices': [0, 23]}]",[],False,3005,64,17,Sat Jul 30 11:10:45 +0000 2016,35322,,,False,False,2901,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/787318595026124801/0RBadZSq_normal.jpg,https://pbs.twimg.com/profile_images/787318595026124801/0RBadZSq_normal.jpg,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/759345482913157120/1537714297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Mon Jan 20 13:12:40 +0000 2020,1219246364208574469,1219246364208574469,One of my most knowledgeable students on US government and policy this quarter @UW? A student from my buddy @nate_bowling's high school class @tacomaschools (Jacob Fuqua)! #keepsongiving #sschat,False,"[0, 194]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,4,False,False,en,"[{'text': 'keepsongiving', 'indices': [172, 186]}, {'text': 'sschat', 'indices': [187, 194]}]",[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [79, 82]}, {'screen_name': 'nate_bowling', 'name': 'nate bowling (↙️↙️↙️)', 'id': 102263558, 'id_str': '102263558', 'indices': [108, 121]}, {'screen_name': 'tacomaschools', 'name': 'Tacoma Schools', 'id': 151113913, 'id_str': '151113913', 'indices': [142, 156]}]",[],en,recent,2191096471,2191096471,Kimberly Mitchell,inquiryfive,"Seattle, WA, USA","My heart beats for students @UWCollegeofEd, Author #ExperienceInquiry, @InquiryPartners, #Seattle native @StanfordEd alumna, #ChaptersInternational speaker",https://t.co/rvRpbcQNWl,"[{'url': 'https://t.co/rvRpbcQNWl', 'expanded_url': 'http://www.inquirypartners.com', 'display_url': 'inquirypartners.com', 'indices': [0, 23]}]",[],False,5045,2736,294,Tue Nov 12 21:40:59 +0000 2013,23152,,,True,False,8223,,False,False,False,FFCC4D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1214212149788020742/dUa8QUYk_normal.jpg,https://pbs.twimg.com/profile_images/1214212149788020742/dUa8QUYk_normal.jpg,1B95E0,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2191096471/1536623478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Mon Jan 20 07:19:56 +0000 2020,1219157594897448961,1219157594897448961,"@larlykampard @UW Thanks for sharing, I have never heard about this! I love that you don’t have to have any prior experience, this would definitely be something I’d be interested in being a part of #envir491",False,"[18, 207]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2186535321458647e+18,1218653532145864704,1.0022540672283361e+18,1002254067228336128,larlykampard,,,,,False,0,1,False,False,en,"[{'text': 'envir491', 'indices': [198, 207]}]",[],"[{'screen_name': 'larlykampard', 'name': 'Karly Lampard', 'id': 1002254067228336128, 'id_str': '1002254067228336128', 'indices': [0, 13]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [14, 17]}]",[],en,recent,1083262138565550080,1083262138565550080,Ashley Lee,ashleylee_98,"Seattle, WA",UW ‘20 Environmental Studies Major | Big interest in environmental education and all about #sustainability 🌲,,,[],False,46,48,0,Thu Jan 10 07:19:54 +0000 2019,39,,,False,False,66,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1177079020694863872/qzl79vup_normal.jpg,https://pbs.twimg.com/profile_images/1177079020694863872/qzl79vup_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1083262138565550080/1569608429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
