,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url
37,Fri Jan 24 02:28:57 +0000 2020,1220533921219133440,1220533921219133440,"@Mizzou ""The presence of diversity does not ensure the presence of equality of opportunity.""",False,"[8, 92]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220532405770961e+18,1220532405770960896,205428550.0,205428550,mizzoudiversity,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Fri Jan 24 02:22:56 +0000 2020,1220532405770960896,1220532405770960896,"@Mizzou ""There will always be people who discredit you...but show them who you are!""",False,"[8, 84]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205318516572652e+18,1220531851657265152,205428550.0,205428550,mizzoudiversity,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Fri Jan 24 02:20:44 +0000 2020,1220531851657265152,1220531851657265152,"@Mizzou ""Don't let others who don't see your potential define who you are.""",False,"[8, 75]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220529926865965e+18,1220529926865965056,205428550.0,205428550,mizzoudiversity,,,,False,1,5,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Fri Jan 24 02:13:05 +0000 2020,1220529926865965056,1220529926865965056,"@Mizzou ""What are you going to do in 2020 to keep the dream alive?""",False,"[8, 67]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205253000749302e+18,1220525300074930182,205428550.0,205428550,mizzoudiversity,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Fri Jan 24 01:46:06 +0000 2020,1220523136866816000,1220523136866816000,@DrTRMorton @Mizzou They were incredible! 🤩,False,"[20, 43]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220522818338685e+18,1220522818338684928,9.279739156322918e+17,927973915632291840,DrTRMorton,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'DrTRMorton', 'name': 'Terrell Morton, PhD', 'id': 927973915632291840, 'id_str': '927973915632291840', 'indices': [0, 11]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [12, 19]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Fri Jan 24 01:21:39 +0000 2020,1220516981864116226,1220516981864116226,"Blown away by our performers at #MizzouMLK. I mean, I had high expectations cause they’re at @Mizzou, but WOW! 🤩",False,"[0, 112]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,7,False,False,en,"[{'text': 'MizzouMLK', 'indices': [32, 42]}]",[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [93, 100]}]",[],en,recent,22029599,22029599,Ryan Gavin,TheRyanGavin,Mizzou,"Believer in nuance, understanding and compassion. Interested in social media, higher ed and all things Mizzou. And my cute dog. He/him.",https://t.co/e2Ymfn58p3,[],False,828,716,34,Thu Feb 26 16:41:36 +0000 2009,22387,,,True,False,16271,,False,False,False,FFBB00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1045784854556807175/qNVo-mqc_normal.jpg,https://pbs.twimg.com/profile_images/1045784854556807175/qNVo-mqc_normal.jpg,https://pbs.twimg.com/profile_banners/22029599/1482348604,FAB81E,F2E195,FFFF99,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/e2Ymfn58p3', 'expanded_url': 'http://linkedin.com/in/theryangavin/', 'display_url': 'linkedin.com/in/theryangavi…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Thu Jan 23 20:29:21 +0000 2020,1220443423448223744,1220443423448223744,@KinglaKing @Mizzou End of an era unfortunately.,False,"[20, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204406502373376e+18,1220440650237337607,2268027812.0,2268027812,KinglaKing,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'KinglaKing', 'name': 'Dr Laura King', 'id': 2268027812, 'id_str': '2268027812', 'indices': [0, 11]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [12, 19]}]",[],en,recent,3284670086,3284670086,Aina Puce,aina_puce,,Neuroscientist. Photographer. Food & wine lover & cook. Yogi. Gardener. General all-round nerd.🧠,,[],False,2226,1094,39,Sun Jul 19 20:47:12 +0000 2015,5693,,,True,False,10796,,False,False,False,94D487,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1017719696223711232/Fo65hzbl_normal.jpg,https://pbs.twimg.com/profile_images/1017719696223711232/Fo65hzbl_normal.jpg,https://pbs.twimg.com/profile_banners/3284670086/1562410189,ABB8C2,000000,000000,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Thu Jan 23 19:50:46 +0000 2020,1220433712652980235,1220433712652980235,"RT @MizzouLTC: @BourkeEDU @Mizzou @MizzouEdRecruit @KathrynChval @MizzouEducation Well done, Stevie. Our secondary English education facult…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'MizzouLTC', 'name': 'LTC Department', 'id': 1157018470208495618, 'id_str': '1157018470208495618', 'indices': [3, 13]}, {'screen_name': 'BourkeEDU', 'name': 'Matt Bourke', 'id': 3542182934, 'id_str': '3542182934', 'indices': [15, 25]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [26, 33]}, {'screen_name': 'MizzouEdRecruit', 'name': 'MizzouEd Ambassadors', 'id': 765261365900566528, 'id_str': '765261365900566528', 'indices': [34, 50]}, {'screen_name': 'KathrynChval', 'name': 'Kathryn Chval', 'id': 2724262999, 'id_str': '2724262999', 'indices': [51, 64]}, {'screen_name': 'MizzouEducation', 'name': 'Mizzou Education', 'id': 67539981, 'id_str': '67539981', 'indices': [65, 81]}]",[],en,recent,3542182934,3542182934,Matt Bourke,BourkeEDU,William Fremd High School,"@FremdVikings English Teacher | Formerly @KeelingHigherEd, @GlenbrookNorth; by way of @Mizzou & @ElmhurstD205 | Reading: How to be an Antiracist",https://t.co/7Xz70nS13S,[],False,173,309,4,Sat Sep 12 21:44:59 +0000 2015,983,,,True,False,363,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/903825715459739649/hXi3ndmH_normal.jpg,https://pbs.twimg.com/profile_images/903825715459739649/hXi3ndmH_normal.jpg,https://pbs.twimg.com/profile_banners/3542182934/1563976609,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/7Xz70nS13S', 'expanded_url': 'https://www.amazon.com/hz/wishlist/ls/3W52JF23U879K?ref_=wl_share', 'display_url': 'amazon.com/hz/wishlist/ls…', 'indices': [0, 23]}]",Thu Jan 23 18:34:56 +0000 2020,1.220414630180348e+18,1220414630180347908,"@BourkeEDU @Mizzou @MizzouEdRecruit @KathrynChval @MizzouEducation Well done, Stevie. Our secondary English education faculty (@mikemetz73, @DrRobertPetrone, @AALannin) and students would love to work with you.",False,"[67, 210]",[],[],"[{'screen_name': 'BourkeEDU', 'name': 'Matt Bourke', 'id': 3542182934, 'id_str': '3542182934', 'indices': [0, 10]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [11, 18]}, {'screen_name': 'MizzouEdRecruit', 'name': 'MizzouEd Ambassadors', 'id': 765261365900566528, 'id_str': '765261365900566528', 'indices': [19, 35]}, {'screen_name': 'KathrynChval', 'name': 'Kathryn Chval', 'id': 2724262999, 'id_str': '2724262999', 'indices': [36, 49]}, {'screen_name': 'MizzouEducation', 'name': 'Mizzou Education', 'id': 67539981, 'id_str': '67539981', 'indices': [50, 66]}, {'screen_name': 'mikemetz73', 'name': 'Mike Metz', 'id': 383609257, 'id_str': '383609257', 'indices': [127, 138]}, {'screen_name': 'DrRobertPetrone', 'name': 'Robert Petrone', 'id': 1276781605, 'id_str': '1276781605', 'indices': [140, 156]}, {'screen_name': 'AALannin', 'name': 'Amy Lannin', 'id': 163937584, 'id_str': '163937584', 'indices': [158, 167]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200653573581414e+18,1220065357358141441,3542182934.0,3542182934,BourkeEDU,1.1570184702084956e+18,1157018470208495618,LTC Department,MizzouLTC,"Columbia, MO","Department of Learning, Teaching, and Curriculum. College of Education (@MizzouEducation). University of Missouri (@Mizzou).",https://t.co/bfsWHKTVuE,[],False,83.0,76.0,0.0,Thu Aug 01 20:01:14 +0000 2019,21.0,,,False,False,141.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1157023436948025345/pXyAT5bK_normal.png,https://pbs.twimg.com/profile_images/1157023436948025345/pXyAT5bK_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en,"[{'url': 'https://t.co/bfsWHKTVuE', 'expanded_url': 'https://education.missouri.edu/learning-teaching-curriculum/', 'display_url': 'education.missouri.edu/learning-teach…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1157018470208495618/1564690859
58,Thu Jan 23 19:15:34 +0000 2020,1220424857046986758,1220424857046986758,"@Mizzou @mujschool Also, fun random fact about this legendary journalist -- he loved Tex Mex and spoke so softly during that dinner I attended in the late 1990s that I couldn't hear half of the things he said",False,"[19, 208]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204245759907963e+18,1220424575990796288,47656261.0,47656261,kellathornton,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}, {'screen_name': 'mujschool', 'name': 'Mizzou Journalism', 'id': 89552596, 'id_str': '89552596', 'indices': [8, 18]}]",[],en,recent,47656261,47656261,Michaella Thornton,kellathornton,"St. Louis, Mo.","Seeker, writer, perennially curious. @mujschool @ArizonaMFA alumna; recent-ish stories: @pasttenyears @feastmag @brevitymag @storycollider",https://t.co/qS44fG6pnz,[],False,677,1436,40,Tue Jun 16 15:47:34 +0000 2009,11726,,,True,False,4799,,False,False,False,89C9FA,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/1151579974345854976/11w1Sabd_normal.png,https://pbs.twimg.com/profile_images/1151579974345854976/11w1Sabd_normal.png,https://pbs.twimg.com/profile_banners/47656261/1460089546,9266CC,000000,000000,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/qS44fG6pnz', 'expanded_url': 'https://www.michaellathornton.com', 'display_url': 'michaellathornton.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Thu Jan 23 19:10:25 +0000 2020,1220423557999665153,1220423557999665153,"Beyond sad to learn of the passing of American broadcaster and journalist #JimLehrer. We named a res hall floor after him at @Mizzou 's Fine Arts Residential College (McDavid). After the dedication, we all went to dinner with Mr. Lehrer. An incredible journalist &amp; legend. RIP",False,"[0, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,1,False,False,en,"[{'text': 'JimLehrer', 'indices': [74, 84]}]",[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [125, 132]}]",[],en,recent,47656261,47656261,Michaella Thornton,kellathornton,"St. Louis, Mo.","Seeker, writer, perennially curious. @mujschool @ArizonaMFA alumna; recent-ish stories: @pasttenyears @feastmag @brevitymag @storycollider",https://t.co/qS44fG6pnz,[],False,677,1436,40,Tue Jun 16 15:47:34 +0000 2009,11726,,,True,False,4799,,False,False,False,89C9FA,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/1151579974345854976/11w1Sabd_normal.png,https://pbs.twimg.com/profile_images/1151579974345854976/11w1Sabd_normal.png,https://pbs.twimg.com/profile_banners/47656261/1460089546,9266CC,000000,000000,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/qS44fG6pnz', 'expanded_url': 'https://www.michaellathornton.com', 'display_url': 'michaellathornton.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Thu Jan 23 18:34:56 +0000 2020,1220414630180347908,1220414630180347908,"@BourkeEDU @Mizzou @MizzouEdRecruit @KathrynChval @MizzouEducation Well done, Stevie. Our secondary English education faculty (@mikemetz73, @DrRobertPetrone, @AALannin) and students would love to work with you.",False,"[67, 210]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200653573581414e+18,1220065357358141441,3542182934.0,3542182934,BourkeEDU,,,,False,1,4,False,False,en,[],[],"[{'screen_name': 'BourkeEDU', 'name': 'Matt Bourke', 'id': 3542182934, 'id_str': '3542182934', 'indices': [0, 10]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [11, 18]}, {'screen_name': 'MizzouEdRecruit', 'name': 'MizzouEd Ambassadors', 'id': 765261365900566528, 'id_str': '765261365900566528', 'indices': [19, 35]}, {'screen_name': 'KathrynChval', 'name': 'Kathryn Chval', 'id': 2724262999, 'id_str': '2724262999', 'indices': [36, 49]}, {'screen_name': 'MizzouEducation', 'name': 'Mizzou Education', 'id': 67539981, 'id_str': '67539981', 'indices': [50, 66]}, {'screen_name': 'mikemetz73', 'name': 'Mike Metz', 'id': 383609257, 'id_str': '383609257', 'indices': [127, 138]}, {'screen_name': 'DrRobertPetrone', 'name': 'Robert Petrone', 'id': 1276781605, 'id_str': '1276781605', 'indices': [140, 156]}, {'screen_name': 'AALannin', 'name': 'Amy Lannin', 'id': 163937584, 'id_str': '163937584', 'indices': [158, 167]}]",[],en,recent,1157018470208495618,1157018470208495618,LTC Department,MizzouLTC,"Columbia, MO","Department of Learning, Teaching, and Curriculum. College of Education (@MizzouEducation). University of Missouri (@Mizzou).",https://t.co/bfsWHKTVuE,[],False,83,76,0,Thu Aug 01 20:01:14 +0000 2019,21,,,False,False,141,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1157023436948025345/pXyAT5bK_normal.png,https://pbs.twimg.com/profile_images/1157023436948025345/pXyAT5bK_normal.png,https://pbs.twimg.com/profile_banners/1157018470208495618/1564690859,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/bfsWHKTVuE', 'expanded_url': 'https://education.missouri.edu/learning-teaching-curriculum/', 'display_url': 'education.missouri.edu/learning-teach…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
